town_code,town,lat,long,district,district_lat,district_long,region,regional_city,region_lat,region_long,population_density,area,population,distance_town_district,drive_town_district,distance_town_region,drive_town_region
543560,Smolník,48.7289504,20.7390697,Gelnica,48.8532052,20.9369156,Košický kraj,Košice,48.7172272,21.2496774,14.58,"68,974,930",1006,26.4,31,54.7,59
543632,Stará Voda,48.80363415,20.68007475,Gelnica,48.8532052,20.9369156,Košický kraj,Košice,48.7172272,21.2496774,60.14,"3,283,750",198,27.7,33,68.2,76
543659,Švedlár,48.8121847,20.7128429,Gelnica,48.8532052,20.9369156,Košický kraj,Košice,48.7172272,21.2496774,25.85,"84,490,877",2185,24.3,28,64.8,71
543683,Úhorná,48.7113808,20.66182277,Gelnica,48.8532052,20.9369156,Košický kraj,Košice,48.7172272,21.2496774,15.63,"8,826,571",138,35.5,41,62,67
543705,Veľký Folkmar,48.8574161,21.0146752,Gelnica,48.8532052,20.9369156,Košický kraj,Košice,48.7172272,21.2496774,38.94,"23,102,510",900,8.5,11,32.5,35
526649,Žakarovce,48.88093955,20.92801578,Gelnica,48.8532052,20.9369156,Košický kraj,Košice,48.7172272,21.2496774,83.03,"8,617,715",716,6.2,9,41.4,47
526631,Závadka - Gelnica,48.8648005,20.6171867,Gelnica,48.8532052,20.9369156,Košický kraj,Košice,48.7172272,21.2496774,27.98,"22,427,807",628,37.9,45,78.5,88
506800,Bojničky,48.3902415,17.80175827,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,152.68,"9,267,621",1415,6.5,9,33.4,29
506885,Červeník,48.4599182,17.7563015,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,171.2,"9,938,622",1702,6,9,18.2,19
506958,Dolné Otrokovce,48.4656637,17.9117881,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,42.23,"9,305,231",393,15.4,17,42.1,37
506966,Dolné Trhovište,48.4428334,17.90854619,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,64.58,"10,057,251",650,11.2,14,37.9,34
556521,Dolné Zelenice,48.3765002,17.7472554,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,216.25,"2,719,125",588,9.4,11,20,24
507024,Dvorníky,48.354814,17.79374,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,80.2,"25,536,712",2048,10.5,13,28.1,27
507032,Hlohovec,48.4278838,17.798782,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,330.03,"64,187,312",21184,0,0,27.2,21
507075,Horné Otrokovce,48.4885164,17.88399361,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,94.27,"9,058,674",854,11.9,13,38.6,33
556602,Horné Trhovište,48.4699495,17.87152885,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,80.47,"7,543,624",607,10.2,12,36.9,33
556530,Horné Zelenice,48.3925212,17.74663697,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,165.57,"4,248,895",704,9.6,8,27.8,19
507130,Jalšové,48.5016957,17.83752283,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,52.14,"9,330,644",487,10.7,13,37.3,33
507172,Kľačany,48.3894586,17.8727907,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,112.02,"10,105,149",1132,7.8,10,34.7,31
507202,Koplotovce,48.48521005,17.81702615,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,133.81,"5,799,335",776,7.6,10,34.3,30
507253,Leopoldov,48.4441776,17.7654426,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,725.8,"5,652,376",4103,3.8,5,25.8,19
507288,Madunice,48.4779835,17.7808815,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,190.15,"11,995,482",2281,8.2,11,20.3,21
507326,Merašice,48.46485,17.94885797,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,89.73,"4,936,840",443,15.2,18,41.9,38
507415,Pastuchov,48.4255852,17.8769449,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,63.8,"15,234,830",972,9.2,13,35.9,33
518620,Ratkovce,48.478074,17.70169871,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,78.94,"4,452,511",352,12.2,16,16,20
507521,Sasinkovo,48.3665779,17.84876351,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,69.01,"12,411,508",857,10.3,15,37.2,35
507539,Siladice,48.3610805,17.72961895,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,84.26,"7,601,429",641,12.2,14,18,23
556611,Tekolďany,48.4923833,17.9047549,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,51,"2,597,800",133,14.3,17,41,37
556645,Tepličky,48.47013915,17.85019115,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,52.25,"5,674,924",297,8.3,10,35,30
507661,Trakovice,48.44487815,17.72310721,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,134.59,"11,631,554",1566,6.7,8,24.1,18
507792,Žlkovce,48.46267015,17.71325783,Hlohovec,48.4278838,17.798782,Trnavský kraj,Trnava,48.3767652,17.5858175,82.82,"7,939,281",658,10.2,14,17.2,19
520012,Adidovce,49.0155116,22.0365682,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,10.74,"20,765,157",223,15.5,18,85.8,92
520021,Baškovce - Humenné,49.0337435,21.8383492,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,61.32,"6,629,585",407,14.3,17,75.8,83
520055,Brekov,48.9056816,21.8380892,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,135.63,"9,706,830",1317,6.4,8,64.9,69
520063,Brestov - Humenné,48.9646244,21.8878485,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,60.71,"10,121,069",615,3.9,5,74.4,80
520110,Černina,49.05480375,21.82102646,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,22.5,"7,399,734",167,17,21,78.6,86
520268,Chlmec,48.8863959,21.9393728,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,72.1,"7,912,480",571,7.6,11,78.4,85
520152,Dedačov,49.03385855,21.98236847,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,27.13,"5,750,032",156,15.7,17,86,91
559644,Gruzovce,48.9725467,21.8674848,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,32.24,"4,093,709",132,5.7,7,76.1,82
520195,Hankovce - Humenné,49.0253543,21.9453172,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,58.62,"8,546,887",501,13,14,83.3,87
559598,Hažín nad Cirochou,48.9292642,21.9617287,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,93.63,"7,182,280",673,5.7,8,76.5,82
520225,Hrabovec nad Laborcom,49.0966802,21.9405675,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,37.63,"13,540,255",510,22.1,24,92.4,98
520233,Hrubov,49.0925655,21.8622353,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,33.12,"14,418,178",478,21.8,26,83.4,91
520241,Hudcovce,48.9079776,21.7891373,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,68.21,"5,864,260",400,10.3,13,60.4,65
520004,Humenné,48.9350033,21.9020268,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,"1,140.78","28,631,700",32663,0,0,70.8,75
520276,Jabloň,49.0654887,21.9797564,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,33.22,"11,861,916",394,18.6,21,89,95
520292,Jankovce,49.0594167,21.7973902,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,46.56,"5,691,298",265,20.3,25,66.4,72
559547,Jasenov - Humenné,48.906879,21.9027809,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,89.66,"13,266,418",1190,4.1,7,74.9,81
520331,Kamenica nad Cirochou,48.9315807,21.9957848,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,131.85,"17,572,681",2317,7.9,10,78.7,84
520349,Kamienka - Humenné,48.9057957,21.999438,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,96.99,"5,402,876",524,10.3,13,81,87
520357,Karná,48.9844958,21.8060267,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,44.6,"10,213,639",456,14.9,19,70.9,79
520373,Kochanovce - Humenné,48.9537933,21.9418492,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,146.68,"5,021,109",737,4.9,7,75.2,80
528803,Košarovce,49.0433951,21.7814348,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,78.33,"7,979,325",625,18.4,22,63.8,69
520403,Koškovce,49.0468766,21.9557418,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,49.16,"11,706,645",576,15.7,17,86.1,91
582140,Lackovce,48.9400564,21.9568618,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,227.61,"3,598,272",819,4.7,7,75.1,80
520446,Lieskovec - Humenné,48.95,21.8166667,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,46.5,"9,687,929",451,10.6,13,66.6,72
520454,Ľubiša,49.0057438,21.9489461,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,81.48,"10,020,627",817,11,12,81.3,86
520462,Lukačovce,49.0306561,21.7836833,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,59.67,"7,474,464",446,16.8,20,65,70
559652,Maškovce,49.02358615,21.99419712,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,7.65,"6,994,641",54,15.3,18,85.7,92
520497,Modra nad Cirochou,48.9450527,22.0425486,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,135.95,"7,304,080",993,12.6,15,83.3,90
520501,Myslina,48.9460882,21.8553089,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,60.53,"9,541,414",578,5.8,8,69.2,75
520527,Nechvalova Polianka,49.0697609,22.0929084,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,4.95,"12,734,466",63,24.1,28,94.5,101
520535,Nižná Jablonka,49.1245453,22.0871044,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,13.42,"11,887,944",160,29.6,33,100,107
528897,Nižná Sitnica,49.0676555,21.7932169,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,33.74,"9,172,153",310,21.4,26,66.8,72
520543,Nižné Ladičkovce,49.0221973,21.9017946,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,39.25,"8,547,890",336,14.7,16,85,90
520560,Ohradzany,48.9988555,21.8409872,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,52.96,"11,991,084",635,10.5,13,72.1,79
528951,Pakostov,49.093197,21.8232761,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,30.36,"14,377,266",437,24.9,29,70.3,76
520624,Papín,49.0940784,22.059105,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,35.76,"25,877,694",926,25.1,28,95.5,102
520667,Porúbka - Humenné,48.8635492,21.9576701,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,62.02,"4,321,532",268,10.2,13,80.9,87
529010,Prituľany,49.1288417,21.7740881,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,6.56,"6,481,007",43,28.9,34,74.3,81
520683,Ptičie,48.9048806,21.9583193,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,62.11,"10,457,419",650,7.7,10,78.4,85
529061,Rohožník - Humenné,49.1120384,21.7625602,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,12.94,"3,594,332",47,27.3,32,72.7,79
520250,Rokytov pri Humennom,49.1021036,21.990488,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,10.92,"25,678,889",281,22.5,24,92.9,98
520721,Rovné - Humenné,48.9796458,22.0041334,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,56.28,"8,102,294",456,11,13,81.3,87
529087,Ruská Kajňa,49.1181391,21.838731,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,20.75,"5,109,628",106,28.2,35,73.7,82
529095,Ruská Poruba,49.1400858,21.7912934,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,18.67,"12,027,397",225,29.6,35,75.1,82
520772,Slovenská Volová,48.9821888,21.8468527,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,65.66,"8,657,582",569,8.2,11,73.8,80
520781,Slovenské Krivé,49.07147065,22.01587127,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,18.53,"6,394,784",119,21.5,25,91.9,98
559636,Sopkovce,49.01540835,21.87153304,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,13.6,"7,243,171",99,13.3,16,74.9,82
520896,Topoľovka,48.9238403,21.8093623,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,103.18,"7,787,412",804,7.7,10,63.6,69
520900,Turcovce,49.0527754,21.8472246,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,30.67,"10,008,480",307,16.6,20,78.2,86
520926,Udavské,48.9744439,21.9637892,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,92.49,"13,201,297",1221,7.7,9,78.1,83
518638,Valaškovce (vojenský obvod),48.9139,22.075,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,0,0,0,16.3,37,87,111
520977,Veľopolie,48.9929915,21.9547426,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,46.2,"7,857,318",363,9.6,12,80,86
520985,Víťazovce,49.0100514,21.8016313,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,55.18,"5,572,222",308,13.7,16,68.2,74
521019,Vyšná Jablonka,49.1532492,22.1011241,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,2.09,"24,831,737",52,33.2,37,103.5,111
529249,Vyšná Sitnica,49.0962114,21.787426,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,36.13,"9,785,262",354,24.6,29,70,76
521027,Vyšné Ladičkovce,49.0361568,21.8907356,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,11.91,"15,402,777",184,16.5,18,86.9,92
521035,Vyšný Hrušov,48.992946,22.010477,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,44.36,"11,360,856",504,12.2,15,82.5,88
529273,Závada - Humenné,49.1725041,21.7847415,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,7.08,"9,033,553",64,33.7,41,79.1,87
521043,Závadka - Humenné,48.92722,21.8405349,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,94.5,"5,703,644",539,4.8,6,66,71
521086,Zbudské Dlhé,49.0752519,21.960096,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,91.12,"8,357,184",762,18.9,20,89.3,94
521116,Zubné,49.0477998,22.0625757,Humenné,48.9350033,21.9020268,Prešovský kraj,Prešov,48.9975724,21.2401811,18.21,"19,551,338",356,19.8,23,90.2,96
582301,Bohunice - Ilava,49.0182629,18.1998069,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,113.13,"7,035,899",796,6.5,8,32.1,28
512885,Bolešov,48.9854933,18.1565106,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,103.97,"14,950,891",1555,13.4,12,24.4,23
557391,Borčice,48.9789599,18.1376932,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,165.72,"4,118,319",683,11.9,10,22.9,21
512931,Červený Kameň,49.0875197,18.1825274,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,20.84,"32,585,713",679,15.1,21,40.7,41
513016,Dubnica nad Váhom,48.9574049,18.1662967,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,476.31,"49,137,327",23405,7.5,10,15.2,20
513024,Dulov,49.0378981,18.253899,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,166.76,"5,534,995",923,10.1,13,35.7,33
513091,Horná Poruba,48.94114,18.3049258,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,78.85,"13,691,178",1080,8.9,11,38,36
513156,Ilava,48.9985674,18.2307598,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,224.92,"24,301,927",5466,0,0,29.7,26
557404,Kameničany,48.9912592,18.1705638,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,109.7,"5,082,121",558,10.3,12,25.7,25
513253,Košeca,49.0087638,18.2593391,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,145.25,"18,943,689",2752,2.8,4,31.8,28
513351,Košecké Podhradie,48.9784122,18.314004,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,28.7,"36,914,249",1060,8.6,13,37.6,37
557617,Krivoklát,49.0454601,18.1654431,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,22.68,"10,667,848",242,10.7,14,36.3,34
513296,Ladce,49.0377482,18.2874828,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,164.65,"15,687,629",2583,6.8,8,37.3,29
513385,Mikušovce - Ilava,49.0635097,18.2064692,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,119.95,"8,499,407",1020,11.8,15,37.3,35
513440,Nová Dubnica,48.9358736,18.1457351,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,976.7,"11,253,213",10991,13.8,13,12.8,18
513598,Pruské,49.0260306,18.2095869,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,179.67,"12,926,309",2323,5.6,7,31.1,27
557412,Sedmerovec,49.0134048,18.1742166,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,70.18,"6,005,641",422,9.2,11,28.4,28
557421,Slavnica,48.9982392,18.1813431,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,102.31,"7,809,776",799,9.4,11,27.2,27
513725,Tuchyňa,49.0406791,18.2184781,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,144.2,"5,544,322",800,8.7,11,34.3,31
557625,Vršatské Podhradie,49.0643527,18.1542729,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,16.34,"13,430,618",220,12.2,17,37.8,37
513865,Zliechov,48.9502297,18.4311984,Ilava,48.9985674,18.2307598,Trenčiansky kraj,Trenčín,48.8923583,18.0393715,10.89,"54,380,299",592,18.8,28,47.9,53
523399,Abrahámovce - Kežmarok,49.0438114,20.45511821,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,40.81,"6,653,165",272,13.4,18,68.1,49
523411,Bušovce,49.22260755,20.47634179,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,33.83,"9,030,920",306,12.2,16,91.5,77
523429,Červený Kláštor,49.3989838,20.41653331,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,73.13,"3,042,503",223,35.7,49,89.5,96
523461,Havka,49.3447392,20.4053925,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,6.07,"6,013,160",37,40.9,50,120.1,110
523470,Holumnica,49.2358732,20.5223911,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,53.25,"16,780,366",894,16.4,20,95.7,81
523500,Hradisko,49.0580424,20.52772946,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,28.67,"3,365,655",97,14.4,22,83.6,70
523526,Huncovce,49.12824315,20.37824197,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,245.47,"13,272,277",3258,6.4,9,83,60
523534,Ihľany,49.1875163,20.537682,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,55.01,"28,456,150",1566,22.4,29,90.9,87
523569,Jezersko,49.2990499,20.3340543,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,9.86,"7,759,684",77,29.9,36,109.2,96
523577,Jurské,49.2020446,20.5263552,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,179.25,"7,361,383",1320,20.5,26,99.8,87
523585,Kežmarok,49.1362088,20.4308701,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,658.05,"24,780,612",16307,0,0,79.4,62
523607,Krížová Ves,49.19149285,20.49554342,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,192.19,"11,928,327",2293,10.3,16,89.5,76
523615,Lechnica,49.37204045,20.40928115,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,20.39,"12,434,537",254,44,52,92.5,101
523623,Lendak,49.2359464,20.3540031,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,274.03,"19,658,304",5387,17.5,25,100.7,82
523682,Ľubica,49.1192604,20.4467572,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,60.07,"76,529,591",4598,3,5,76.4,57
523674,Majere,49.39800395,20.37577139,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,88.65,"1,331,138",118,39.4,46,93.6,101
559938,Malá Franková,49.3166527,20.3040555,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,16.89,"10,808,006",183,38.4,48,117.7,108
581241,Malý Slavkov,49.1486746,20.37008428,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,224.36,"4,980,881",1118,6.3,11,84.6,70
523712,Matiašovce,49.3481834,20.35950844,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,46.96,"17,495,459",822,32.5,38,111.8,99
523739,Mlynčeky,49.167924,20.39919598,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,89.22,"7,795,013",696,5.4,10,84.7,70
523771,Osturňa,49.3333333,20.2333333,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,7.4,"41,281,717",306,40.8,50,118.1,110
523780,Podhorany - Kežmarok,49.2445226,20.47445502,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,278.88,"11,019,259",3073,14.6,19,93.9,79
523798,Rakúsy,49.19107015,20.37722738,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,532.59,"6,340,698",3377,7.8,14,87,74
523801,Reľov,49.28912,20.39973962,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,22.81,"14,973,888",342,23,27,102.3,87
523810,Slovenská Ves,49.2255505,20.4258676,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,83.88,"22,424,811",1881,11.9,16,91.1,76
523828,Spišská Belá,49.1900051,20.4553246,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,198.91,"33,891,438",6742,7.2,11,86.4,71
523836,Spišská Stará Ves,49.383146,20.3598135,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,127.53,"17,532,635",2236,36,42,115.2,103
523861,Spišské Hanušovce,49.3316958,20.3446297,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,55.22,"14,296,201",790,29.7,35,109,95
523887,Stará Lesná,49.13581465,20.30094487,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,107.76,"9,479,832",1022,12.4,18,85.8,64
523909,Stráne pod Tatrami,49.1620161,20.3708461,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,631.36,"4,217,878",2663,6.2,11,84.5,70
523976,Toporec,49.2644984,20.491827,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,71.35,"28,121,469",2007,17.2,21,96.5,82
523984,Tvarožná,49.0845166,20.4788988,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,20.78,"35,002,972",728,9,14,78.2,61
523992,Veľká Franková,49.3380439,20.2934499,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,31.02,"10,589,860",329,35.6,43,114.9,104
524000,Veľká Lomnica,49.1163442,20.3589474,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,263.57,"19,126,208",5041,7.2,10,81,57
524042,Vlková,49.05719985,20.43700999,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,71.94,"11,814,936",850,11,14,68.4,49
524051,Vlkovce,49.052267,20.50221799,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,124.49,"3,839,570",478,16.2,25,85.4,72
524069,Vojňany,49.25835915,20.44317648,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,53.14,"5,786,844",308,16.4,21,95.7,81
524077,Vrbov,49.0871406,20.4267274,Kežmarok,49.1362088,20.4308701,Prešovský kraj,Prešov,48.9975724,21.2401811,80.99,"19,305,128",1564,7.3,10,72.3,53
